j	k	likelihood
0.135	10950	-802587.044900913
0.135	11000	-802589.514611111
0.135	11050	-802591.982212683
0.135	11100	-802594.447677537
0.135	11150	-802596.91097841
0.135	11200	-802599.372088838
0.135	11250	-802601.830983166
0.135	11300	-802604.287636512
0.135	11350	-802606.742024718
0.135	11400	-802609.194124403
0.135	11450	-802611.643912854
0.135	11500	-802614.091368089
0.135	11550	-802616.536468785
0.135	11600	-802618.979194286
0.135	11650	-802621.419524579
0.135	11700	-802623.857440288
0.135	11750	-802626.292922634
0.135	11800	-802628.725953451
0.135	11850	-802631.156515155
0.135	11900	-802633.584590712
0.135	11950	-802636.010163671
0.135	12000	-802638.433218096
0.14	50	-807384.881269761
0.14	100	-805747.111186518
0.14	150	-804925.042120195
0.14	200	-804406.939528642
0.14	250	-804043.087428669
0.14	300	-803770.618021782
0.14	350	-803557.677376352
0.14	400	-803386.103874734
0.14	450	-803244.660111602
0.14	500	-803125.960915404
0.14	550	-803024.922285749
0.14	600	-802937.912918123
0.14	650	-802862.260034641
0.14	700	-802795.946661011
0.14	750	-802737.418300775
0.14	800	-802685.455085116
0.14	850	-802639.084669991
0.14	900	-802597.521351538
0.14	950	-802560.12254541
0.14	1000	-802526.357059706
0.14	1050	-802495.781558499
0.14	1100	-802468.02282718
0.14	1150	-802442.764221143
0.14	1200	-802419.735179106
0.14	1250	-802398.703014214
0.14	1300	-802379.466420492
0.14	1350	-802361.850286638
0.14	1400	-802345.701517259
0.14	1450	-802330.885638217
0.14	1500	-802317.284018203
0.14	1550	-802304.791578686
0.14	1600	-802293.314893952
0.14	1650	-802282.770605369
0.14	1700	-802273.084090141
0.14	1750	-802264.188337985
0.14	1800	-802256.022998241
0.14	1850	-802248.533568027
0.14	1900	-802241.670697168
0.14	1950	-802235.389590917
0.14	2000	-802229.649494412
0.14	2050	-802224.413246177
0.14	2100	-802219.646889964
0.14	2150	-802215.319336162
0.14	2200	-802211.402065593
0.14	2250	-802207.868869373
0.14	2300	-802204.695620079
0.14	2350	-802201.860069596
0.14	2400	-802199.341670298
0.14	2450	-802197.121416268
0.14	2500	-802195.181702132
0.14	2550	-802193.506197131
0.14	2600	-802192.079732638
0.14	2650	-802190.888201358
0.14	2700	-802189.918466916
0.14	2750	-802189.158282543
0.14	2800	-802188.596217807
0.14	2850	-802188.221592467
0.14	2900	-802188.02441671
0.14	2950	-802187.995336967
0.14	3000	-802188.125586761
0.14	3050	-802188.406942111
0.14	3100	-802188.831680798
0.14	3150	-802189.392545391
0.14	3200	-802190.082709418
0.14	3250	-802190.895746442
0.14	3300	-802191.825601771
0.14	3350	-802192.86656653
0.14	3400	-802194.013253897
0.14	3450	-802195.260577151
0.14	3500	-802196.60372966
0.14	3550	-802198.038166306
0.14	3600	-802199.559586396
0.14	3650	-802201.163917921
0.14	3700	-802202.847302987
0.14	3750	-802204.606084317
0.14	3800	-802206.436792806
0.14	3850	-802208.33613594
0.14	3900	-802210.300987072
0.14	3950	-802212.328375472
0.14	4000	-802214.415477058
0.14	4050	-802216.55960578
0.14	4100	-802218.758205632
0.14	4150	-802221.008843158
0.14	4200	-802223.309200484
0.14	4250	-802225.657068841
0.14	4300	-802228.050342476
0.14	4350	-802230.487012972
0.14	4400	-802232.965163938
0.14	4450	-802235.482966076
0.14	4500	-802238.038672489
0.14	4550	-802240.630614306
0.14	4600	-802243.257196643
0.14	4650	-802245.916894708
0.14	4700	-802248.608250222
0.14	4750	-802251.329868022
0.14	4800	-802254.080412858
0.14	4850	-802256.858606424
0.14	4900	-802259.663224493
0.14	4950	-802262.493094299
0.14	5000	-802265.347091985
0.14	5050	-802268.224140257
0.14	5100	-802271.12320617
0.14	5150	-802274.043298993
0.14	5200	-802276.983468204
0.14	5250	-802279.942801662
0.14	5300	-802282.92042379
0.14	5350	-802285.915493885
0.14	5400	-802288.927204548
0.14	5450	-802291.954780149
0.14	5500	-802294.997475439
0.14	5550	-802298.054574143
0.14	5600	-802301.125387723
0.14	5650	-802304.209254121
0.14	5700	-802307.305536629
0.14	5750	-802310.413622778
0.14	5800	-802313.532923297
0.14	5850	-802316.662871125
0.14	5900	-802319.802920466
0.14	5950	-802322.95254589
0.14	6000	-802326.111241487
0.14	6050	-802329.278520059
0.14	6100	-802332.453912334
0.14	6150	-802335.636966232
0.14	6200	-802338.827246181
0.14	6250	-802342.02433244
0.14	6300	-802345.227820446
0.14	6350	-802348.437320243
0.14	6400	-802351.652455846
0.14	6450	-802354.872864757
0.14	6500	-802358.098197385
0.14	6550	-802361.32811656
0.14	6600	-802364.562297059
0.14	6650	-802367.80042512
0.14	6700	-802371.042198029
0.14	6750	-802374.2873237
0.14	6800	-802377.53552024
0.14	6850	-802380.786515603
0.14	6900	-802384.040047195
0.14	6950	-802387.295861531
0.14	7000	-802390.553713904
0.14	7050	-802393.813368056
0.14	7100	-802397.07459585
0.14	7150	-802400.337177004
0.14	7200	-802403.600898797
0.14	7250	-802406.865555773
0.14	7300	-802410.130949517
0.14	7350	-802413.39688837
0.14	7400	-802416.663187201
0.14	7450	-802419.929667199
0.14	7500	-802423.196155595
0.14	7550	-802426.46248552
0.14	7600	-802429.728495736
0.14	7650	-802432.994030476
0.14	7700	-802436.258939247
0.14	7750	-802439.523076651
0.14	7800	-802442.78630219
0.14	7850	-802446.048480144
0.14	7900	-802449.309479347
0.14	7950	-802452.569173096
0.14	8000	-802455.827438938
0.14	8050	-802459.084158592
0.14	8100	-802462.339217758
0.14	8150	-802465.592506001
0.14	8200	-802468.843916646
0.14	8250	-802472.093346613
0.14	8300	-802475.340696321
0.14	8350	-802478.585869585
0.14	8400	-802481.828773476
0.14	8450	-802485.069318245
0.14	8500	-802488.307417186
0.14	8550	-802491.542986587
0.14	8600	-802494.775945563
0.14	8650	-802498.006216045
0.14	8700	-802501.233722628
0.14	8750	-802504.458392528
0.14	8800	-802507.680155459
0.14	8850	-802510.898943579
0.14	8900	-802514.11469143
0.14	8950	-802517.327335814
0.14	9000	-802520.536815773
0.14	9050	-802523.743072477
0.14	9100	-802526.946049192
0.14	9150	-802530.145691196
0.14	9200	-802533.341945712
0.14	9250	-802536.534761872
0.14	9300	-802539.724090618
0.14	9350	-802542.909884709
0.14	9400	-802546.092098594
0.14	9450	-802549.270688399
0.14	9500	-802552.445611888
0.14	9550	-802555.616828377
0.14	9600	-802558.784298715
0.14	9650	-802561.947985229
0.14	9700	-802565.107851683
0.14	9750	-802568.263863206
0.14	9800	-802571.415986316
0.14	9850	-802574.564188799
0.14	9900	-802577.708439734
0.14	9950	-802580.848709425
0.14	10000	-802583.98496936
0.14	10050	-802587.117192201
0.14	10100	-802590.245351724
0.14	10150	-802593.3694228
0.14	10200	-802596.489381352
0.14	10250	-802599.60520434
0.14	10300	-802602.716869713
0.14	10350	-802605.82435639
0.14	10400	-802608.927644238
0.14	10450	-802612.026714011
0.14	10500	-802615.121547377
0.14	10550	-802618.212126844
0.14	10600	-802621.298435762
0.14	10650	-802624.380458289
0.14	10700	-802627.458179369
0.14	10750	-802630.531584707
0.14	10800	-802633.600660744
0.14	10850	-802636.665394654
0.14	10900	-802639.725774303
0.14	10950	-802642.781788223
0.14	11000	-802645.833425627
0.14	11050	-802648.880676355
0.14	11100	-802651.923530857
0.14	11150	-802654.961980207
0.14	11200	-802657.996016055
0.14	11250	-802661.02563061
0.14	11300	-802664.050816647
0.14	11350	-802667.071567474
0.14	11400	-802670.087876914
0.14	11450	-802673.099739308
0.14	11500	-802676.107149465
0.14	11550	-802679.110102689
0.14	11600	-802682.108594754
0.14	11650	-802685.102621853
0.14	11700	-802688.092180647
0.14	11750	-802691.07726821
0.14	11800	-802694.057882011
0.14	11850	-802697.034019951
0.14	11900	-802700.005680291
0.14	11950	-802702.97286168
0.14	12000	-802705.935563127
0.145	50	-807115.285800789
0.145	100	-805476.100429405
0.145	150	-804660.789997729
0.145	200	-804150.768778012
0.145	250	-803795.006664606
0.145	300	-803530.29865211
0.145	350	-803324.710690581
0.145	400	-803160.081061047
0.145	450	-803025.197923716
0.145	500	-802912.708524933
0.145	550	-802817.561289995
0.145	600	-802736.154935863
0.145	650	-802665.843619131
0.145	700	-802604.634210619
0.145	750	-802550.993220078
0.145	800	-802503.719270698
0.145	850	-802461.856321285
0.145	900	-802424.633079091
0.145	950	-802391.419740084
0.145	1000	-802361.696486477
0.145	1050	-802335.03014158
0.145	1100	-802311.056597599
0.145	1150	-802289.467401945
0.145	1200	-802269.999387505
0.145	1250	-802252.426563139
0.145	1300	-802236.553704925
0.145	1350	-802222.211242582
0.145	1400	-802209.251142992
0.145	1450	-802197.543569305
0.145	1500	-802186.974148953
0.145	1550	-802177.441723902
0.145	1600	-802168.856485893
0.145	1650	-802161.138421292
0.145	1700	-802154.216006872
0.145	1750	-802148.025110053
0.145	1800	-802142.508057003
0.145	1850	-802137.61283917
0.145	1900	-802133.292434709
0.145	1950	-802129.504225687
0.145	2000	-802126.20949566
0.145	2050	-802123.372994749
0.145	2100	-802120.962561936
0.145	2150	-802118.948795892
0.145	2200	-802117.304767127
0.145	2250	-802116.005765607
0.145	2300	-802115.029078699
0.145	2350	-802114.353795358
0.145	2400	-802113.960632911
0.145	2450	-802113.831783494
0.145	2500	-802113.950777583
0.145	2550	-802114.302362351
0.145	2600	-802114.872393091
0.145	2650	-802115.647736088
0.145	2700	-802116.616181436
0.145	2750	-802117.766364771
0.145	2800	-802119.087696844
0.145	2850	-802120.570299888
0.145	2900	-802122.204950232
0.145	2950	-802123.98302636
0.145	3000	-802125.896461737
0.145	3050	-802127.937702079
0.145	3100	-802130.099666422
0.145	3150	-802132.375711732
0.145	3200	-802134.759600548
0.145	3250	-802137.245471498
0.145	3300	-802139.827812299
0.145	3350	-802142.501435048
0.145	3400	-802145.261453546
0.145	3450	-802148.103262511
0.145	3500	-802151.022518421
0.145	3550	-802154.015121954
0.145	3600	-802157.077201756
0.145	3650	-802160.205099488
0.145	3700	-802163.395356036
0.145	3750	-802166.644698743
0.145	3800	-802169.950029593
0.145	3850	-802173.308414329
0.145	3900	-802176.717072274
0.145	3950	-802180.173366952
0.145	4000	-802183.67479738
0.145	4050	-802187.218989912
0.145	4100	-802190.80369076
0.145	4150	-802194.426758909
0.145	4200	-802198.086159605
0.145	4250	-802201.779958251
0.145	4300	-802205.506314709
0.145	4350	-802209.263477987
0.145	4400	-802213.049781247
0.145	4450	-802216.863637214
0.145	4500	-802220.703533751
0.145	4550	-802224.568029847
0.145	4600	-802228.455751765
0.145	4650	-802232.365389476
0.145	4700	-802236.295693301
0.145	4750	-802240.245470742
0.145	4800	-802244.213583547
0.145	4850	-802248.198944874
0.145	4900	-802252.200516745
0.145	4950	-802256.217307505
0.145	5000	-802260.248369538
0.145	5050	-802264.292797084
0.145	5100	-802268.349724147
0.145	5150	-802272.418322565
0.145	5200	-802276.497800194
0.145	5250	-802280.587399134
0.145	5300	-802284.686394116
0.145	5350	-802288.794090951
0.145	5400	-802292.909825067
0.145	5450	-802297.032960108
0.145	5500	-802301.162886646
0.145	5550	-802305.299020931
0.145	5600	-802309.440803705
0.145	5650	-802313.58769911
0.145	5700	-802317.739193609
0.145	5750	-802321.894794992
0.145	5800	-802326.054031441
0.145	5850	-802330.216450602
0.145	5900	-802334.381618737
0.145	5950	-802338.549119931
0.145	6000	-802342.718555276
0.145	6050	-802346.889542181
0.145	6100	-802351.061713636
0.145	6150	-802355.234717566
0.145	6200	-802359.408216202
0.145	6250	-802363.581885451
0.145	6300	-802367.755414354
0.145	6350	-802371.928504529
0.145	6400	-802376.100869629
0.145	6450	-802380.27223487
0.145	6500	-802384.442336542
0.145	6550	-802388.610921579
0.145	6600	-802392.777747092
0.145	6650	-802396.942579977
0.145	6700	-802401.105196543
0.145	6750	-802405.265382092
0.145	6800	-802409.422930587
0.145	6850	-802413.577644316
0.145	6900	-802417.729333537
0.145	6950	-802421.877816194
0.145	7000	-802426.0229176
0.145	7050	-802430.164470149
0.145	7100	-802434.302313047
0.145	7150	-802438.436292063
0.145	7200	-802442.56625925
0.145	7250	-802446.692072722
0.145	7300	-802450.813596419
0.145	7350	-802454.930699877
0.145	7400	-802459.043258058
0.145	7450	-802463.151151082
0.145	7500	-802467.254264066
0.145	7550	-802471.352486972
0.145	7600	-802475.445714345
0.145	7650	-802479.533845218
0.145	7700	-802483.616782916
0.145	7750	-802487.694434904
0.145	7800	-802491.766712608
0.145	7850	-802495.833531323
0.145	7900	-802499.894810019
0.145	7950	-802503.950471246
0.145	8000	-802508.000440978
0.145	8050	-802512.044648502
0.145	8100	-802516.083026308
0.145	8150	-802520.115509947
0.145	8200	-802524.142037946
0.145	8250	-802528.16255168
0.145	8300	-802532.176995311
0.145	8350	-802536.185315623
0.145	8400	-802540.187461997
0.145	8450	-802544.183386273
0.145	8500	-802548.173042675
0.145	8550	-802552.156387754
0.145	8600	-802556.133380256
0.145	8650	-802560.10398108
0.145	8700	-802564.068153204
0.145	8750	-802568.025861587
0.145	8800	-802571.977073126
0.145	8850	-802575.921756574
0.145	8900	-802579.859882482
0.145	8950	-802583.79142312
0.145	9000	-802587.716352451
0.145	9050	-802591.634646036
0.145	9100	-802595.546281002
0.145	9150	-802599.451235974
0.145	9200	-802603.349491035
0.145	9250	-802607.241027661
0.145	9300	-802611.125828702
0.145	9350	-802615.003878286
0.145	9400	-802618.875161826
0.145	9450	-802622.739665942
0.145	9500	-802626.597378435
0.145	9550	-802630.448288229
0.145	9600	-802634.292385364
0.145	9650	-802638.129660928
0.145	9700	-802641.960107028
0.145	9750	-802645.783716765
0.145	9800	-802649.600484187
0.145	9850	-802653.410404266
0.145	9900	-802657.213472858
0.145	9950	-802661.009686674
0.145	10000	-802664.799043269
0.145	10050	-802668.581540969
0.145	10100	-802672.357178899
0.145	10150	-802676.125956912
0.145	10200	-802679.887875577
0.145	10250	-802683.642936178
0.145	10300	-802687.391140643
0.145	10350	-802691.132491561
0.145	10400	-802694.866992129
0.145	10450	-802698.594646165
0.145	10500	-802702.315458055
0.145	10550	-802706.029432745
0.145	10600	-802709.736575727
0.145	10650	-802713.436893009
0.145	10700	-802717.130391101
0.145	10750	-802720.817076994
0.145	10800	-802724.496958159
0.145	10850	-802728.170042496
0.145	10900	-802731.836338353
0.145	10950	-802735.495854496
0.145	11000	-802739.148600088
0.145	11050	-802742.794584689
0.145	11100	-802746.433818222
0.145	11150	-802750.066310972
0.145	11200	-802753.69207358
0.145	11250	-802757.311117003
0.145	11300	-802760.923452532
0.145	11350	-802764.529091768
0.145	11400	-802768.128046607
0.145	11450	-802771.720329224
0.145	11500	-802775.305952074
0.145	11550	-802778.884927885
0.145	11600	-802782.45726962
0.145	11650	-802786.02299049
0.145	11700	-802789.582103952
0.145	11750	-802793.134623686
0.145	11800	-802796.680563573
0.145	11850	-802800.219937711
0.145	11900	-802803.752760398
0.145	11950	-802807.279046117
0.145	12000	-802810.79880953
0.15	50	-806855.533394515
0.15	100	-805218.360522982
0.15	150	-804411.919450162
0.15	200	-803911.500942261
0.15	250	-803565.014475212
0.15	300	-803309.036718917
0.15	350	-803111.618849628
0.15	400	-802954.638822774
0.15	450	-802826.936368569
0.15	500	-802721.209077613
0.15	550	-802632.450675571
0.15	600	-802557.099454663
0.15	650	-802492.543787303
0.15	700	-802436.820063782
0.15	750	-802388.420306157
0.15	800	-802346.165266168
0.15	850	-802309.118181829
0.15	900	-802276.524637471
0.15	950	-802247.769674833
0.15	1000	-802222.346596952
0.15	1050	-802199.833876399
0.15	1100	-802179.877793113
0.15	1150	-802162.179195608
0.15	1200	-802146.483277274
0.15	1250	-802132.571589682
0.15	1300	-802120.255737398
0.15	1350	-802109.372352163
0.15	1400	-802099.779051212
0.15	1450	-802091.35116042
0.15	1500	-802083.979037259
0.15	1550	-802077.565868547
0.15	1600	-802072.02584676
0.15	1650	-802067.282650742
0.15	1700	-802063.268172618
0.15	1750	-802059.921445486
0.15	1800	-802057.187735502
0.15	1850	-802055.017769649
0.15	1900	-802053.367075944
0.15	1950	-802052.195417283
0.15	2000	-802051.466303813
0.15	2050	-802051.146571271
0.15	2100	-802051.20601507
0.15	2150	-802051.617071688
0.15	2200	-802052.35454045
0.15	2250	-802053.395339622
0.15	2300	-802054.718292166
0.15	2350	-802056.303936905
0.15	2400	-802058.134361692
0.15	2450	-802060.193055608
0.15	2500	-802062.46477771
0.15	2550	-802064.935440232
0.15	2600	-802067.592004353
0.15	2650	-802070.422387062
0.15	2700	-802073.415377658
0.15	2750	-802076.560562845
0.15	2800	-802079.848259352
0.15	2850	-802083.269453219
0.15	2900	-802086.815744979
0.15	2950	-802090.479300134
0.15	3000	-802094.252804246
0.15	3050	-802098.129422265
0.15	3100	-802102.10276152
0.15	3150	-802106.16683807
0.15	3200	-802110.316046031
0.15	3250	-802114.545129642
0.15	3300	-802118.849157651
0.15	3350	-802123.223499974
0.15	3400	-802127.663806211
0.15	3450	-802132.165986068
0.15	3500	-802136.726191267
0.15	3550	-802141.340798984
0.15	3600	-802146.006396573
0.15	3650	-802150.719767516
0.15	3700	-802155.477878418
0.15	3750	-802160.27786707
0.15	3800	-802165.117031385
0.15	3850	-802169.992819117
0.15	3900	-802174.902818411
0.15	3950	-802179.844749016
0.15	4000	-802184.816454123
0.15	4050	-802189.81589282
0.15	4100	-802194.841133031
0.15	4150	-802199.890345008
0.15	4200	-802204.961795211
0.15	4250	-802210.053840672
0.15	4300	-802215.164923693
0.15	4350	-802220.293566911
0.15	4400	-802225.438368708
0.15	4450	-802230.59799891
0.15	4500	-802235.771194752
0.15	4550	-802240.95675716
0.15	4600	-802246.153547166
0.15	4650	-802251.360482655
0.15	4700	-802256.576535286
0.15	4750	-802261.800727544
0.15	4800	-802267.032130062
0.15	4850	-802272.269859049
0.15	4900	-802277.513073894
0.15	4950	-802282.760974904
0.15	5000	-802288.012801186
0.15	5050	-802293.267828658
0.15	5100	-802298.525368157
0.15	5150	-802303.784763659
0.15	5200	-802309.04539063
0.15	5250	-802314.306654443
0.15	5300	-802319.567988874
0.15	5350	-802324.828854731
0.15	5400	-802330.08873851
0.15	5450	-802335.347151134
0.15	5500	-802340.603626783
0.15	5550	-802345.857721793
0.15	5600	-802351.109013557
0.15	5650	-802356.357099557
0.15	5700	-802361.601596393
0.15	5750	-802366.842138895
0.15	5800	-802372.078379279
0.15	5850	-802377.309986312
0.15	5900	-802382.536644585
0.15	5950	-802387.758053762
0.15	6000	-802392.973927881
0.15	6050	-802398.183994726
0.15	6100	-802403.387995199
0.15	6150	-802408.585682703
0.15	6200	-802413.776822617
0.15	6250	-802418.961191747
0.15	6300	-802424.138577808
0.15	6350	-802429.308778961
0.15	6400	-802434.471603341
0.15	6450	-802439.626868615
0.15	6500	-802444.774401585
0.15	6550	-802449.914037765
0.15	6600	-802455.045621035
0.15	6650	-802460.169003256
0.15	6700	-802465.284043921
0.15	6750	-802470.390609856
0.15	6800	-802475.488574892
0.15	6850	-802480.577819563
0.15	6900	-802485.658230816
0.15	6950	-802490.729701765
0.15	7000	-802495.792131413
0.15	7050	-802500.845424392
0.15	7100	-802505.889490766
0.15	7150	-802510.92424576
0.15	7200	-802515.949609584
0.15	7250	-802520.965507184
0.15	7300	-802525.971868091
0.15	7350	-802530.968626196
0.15	7400	-802535.955719584
0.15	7450	-802540.933090367
0.15	7500	-802545.900684494
0.15	7550	-802550.858451634
0.15	7600	-802555.80634498
0.15	7650	-802560.744321136
0.15	7700	-802565.672339951
0.15	7750	-802570.590364428
0.15	7800	-802575.498360543
0.15	7850	-802580.396297162
0.15	7900	-802585.2841459
0.15	7950	-802590.161881028
0.15	8000	-802595.029479365
0.15	8050	-802599.886920151
0.15	8100	-802604.734184963
0.15	8150	-802609.571257629
0.15	8200	-802614.398124125
0.15	8250	-802619.214772487
0.15	8300	-802624.021192727
0.15	8350	-802628.817376766
0.15	8400	-802633.603318342
0.15	8450	-802638.379012929
0.15	8500	-802643.144457691
0.15	8550	-802647.899651388
0.15	8600	-802652.644594322
0.15	8650	-802657.379288287
0.15	8700	-802662.103736472
0.15	8750	-802666.81794344
0.15	8800	-802671.521915041
0.15	8850	-802676.215658387
0.15	8900	-802680.899181781
0.15	8950	-802685.572494673
0.15	9000	-802690.2356076
0.15	9050	-802694.888532167
0.15	9100	-802699.53128098
0.15	9150	-802704.163867607
0.15	9200	-802708.786306559
0.15	9250	-802713.398613196
0.15	9300	-802718.000803746
0.15	9350	-802722.592895253
0.15	9400	-802727.17490552
0.15	9450	-802731.746853103
0.15	9500	-802736.308757265
0.15	9550	-802740.860637927
0.15	9600	-802745.402515685
0.15	9650	-802749.934411733
0.15	9700	-802754.45634786
0.15	9750	-802758.968346424
0.15	9800	-802763.470430311
0.15	9850	-802767.962622916
0.15	9900	-802772.444948136
0.15	9950	-802776.917430325
0.15	10000	-802781.380094272
0.15	10050	-802785.832965199
0.15	10100	-802790.276068718
0.15	10150	-802794.709430816
0.15	10200	-802799.133077876
0.15	10250	-802803.547036576
0.15	10300	-802807.951333946
0.15	10350	-802812.345997327
0.15	10400	-802816.731054331
0.15	10450	-802821.106532862
0.15	10500	-802825.472461075
0.15	10550	-802829.828867379
0.15	10600	-802834.175780402
0.15	10650	-802838.513228995
0.15	10700	-802842.841242222
0.15	10750	-802847.159849316
0.15	10800	-802851.469079714
0.15	10850	-802855.768962993
0.15	10900	-802860.059528918
0.15	10950	-802864.340807372
0.15	11000	-802868.61282838
0.15	11050	-802872.875622102
0.15	11100	-802877.129218793
0.15	11150	-802881.373648831
0.15	11200	-802885.608942675
0.15	11250	-802889.835130878
0.15	11300	-802894.052244076
0.15	11350	-802898.260312973
0.15	11400	-802902.459368322
0.15	11450	-802906.649440952
0.15	11500	-802910.830561729
0.15	11550	-802915.002761551
0.15	11600	-802919.166071375
0.15	11650	-802923.320522157
0.15	11700	-802927.466144902
0.15	11750	-802931.602970606
0.15	11800	-802935.731030291
0.15	11850	-802939.850354975
0.15	11900	-802943.960975675
0.15	11950	-802948.062923415
0.15	12000	-802952.156229186
0.155	50	-806605.538264065
0.155	100	-804973.762787772
0.155	150	-804178.270695018
0.155	200	-803688.95125441
0.155	250	-803352.904954951
0.155	300	-803106.607858436
0.155	350	-802918.161025523
0.155	400	-802769.521419818
0.155	450	-802649.606042663
0.155	500	-802551.180537088
0.155	550	-802469.296640871
0.155	600	-802400.441650022
0.155	650	-802342.045335537
0.155	700	-802292.179202314
0.155	750	-802249.365226058
0.155	800	-802212.449870048
0.155	850	-802180.518582765
0.155	900	-802152.836253421
0.155	950	-802128.804802242
0.155	1000	-802107.932371552
0.155	1050	-802089.810548553
0.155	1100	-802074.097260315
0.155	1150	-802060.503746405
0.155	1200	-802048.784510201
0.155	1250	-802038.729477944
0.155	1300	-802030.157815561
0.155	1350	-802022.913005678
0.155	1400	-802016.858893018
0.155	1450	-802011.876481629
0.155	1500	-802007.861321285
0.155	1550	-802004.721359681
0.155	1600	-802002.375165821
0.155	1650	-802000.750451459
0.155	1700	-801999.782833528
0.155	1750	-801999.414792794
0.155	1800	-801999.594793114
0.155	1850	-802000.276533162
0.155	1900	-802001.418307636
0.155	1950	-802002.982459869
0.155	2000	-802004.934910722
0.155	2050	-802007.244751719
0.155	2100	-802009.883892282
0.155	2150	-802012.826752994
0.155	2200	-802016.049997856
0.155	2250	-802019.532299984
0.155	2300	-802023.254135935
0.155	2350	-802027.197604621
0.155	2400	-802031.346267483
0.155	2450	-802035.685007073
0.155	2500	-802040.199901609
0.155	2550	-802044.878113405
0.155	2600	-802049.707789485
0.155	2650	-802054.677972798
0.155	2700	-802059.778522805
0.155	2750	-802065.000044195
0.155	2800	-802070.333822909
0.155	2850	-802075.771768554
0.155	2900	-802081.306362446
0.155	2950	-802086.930610697
0.155	3000	-802092.638001809
0.155	3050	-802098.422468176
0.155	3100	-802104.278351216
0.155	3150	-802110.200369651
0.155	3200	-802116.183590641
0.155	3250	-802122.22340346
0.155	3300	-802128.315495503
0.155	3350	-802134.455830341
0.155	3400	-802140.640627621
0.155	3450	-802146.866344708
0.155	3500	-802153.129659788
0.155	3550	-802159.427456397
0.155	3600	-802165.756809172
0.155	3650	-802172.11497075
0.155	3700	-802178.499359701
0.155	3750	-802184.90754938
0.155	3800	-802191.337257678
0.155	3850	-802197.786337518
0.155	3900	-802204.252768059
0.155	3950	-802210.734646604
0.155	4000	-802217.230181027
0.155	4050	-802223.737682837
0.155	4100	-802230.255560667
0.155	4150	-802236.782314261
0.155	4200	-802243.316528886
0.155	4250	-802249.856870142
0.155	4300	-802256.402079089
0.155	4350	-802262.950967739
0.155	4400	-802269.502414871
0.155	4450	-802276.055362091
0.155	4500	-802282.608810156
0.155	4550	-802289.161815558
0.155	4600	-802295.713487328
0.155	4650	-802302.262984043
0.155	4700	-802308.809511009
0.155	4750	-802315.352317659
0.155	4800	-802321.89069505
0.155	4850	-802328.423973618
0.155	4900	-802334.951520953
0.155	4950	-802341.472739823
0.155	5000	-802347.987066206
0.155	5050	-802354.49396756
0.155	5100	-802360.992941075
0.155	5150	-802367.483512142
0.155	5200	-802373.965232835
0.155	5250	-802380.437680497
0.155	5300	-802386.900456424
0.155	5350	-802393.353184634
0.155	5400	-802399.79551067
0.155	5450	-802406.227100478
0.155	5500	-802412.647639406
0.155	5550	-802419.056831177
0.155	5600	-802425.454396968
0.155	5650	-802431.840074507
0.155	5700	-802438.21361728
0.155	5750	-802444.5747937
0.155	5800	-802450.923386405
0.155	5850	-802457.259191503
0.155	5900	-802463.582017927
0.155	5950	-802469.891686831
0.155	6000	-802476.188030921
0.155	6050	-802482.470893956
0.155	6100	-802488.740130177
0.155	6150	-802494.995603787
0.155	6200	-802501.237188496
0.155	6250	-802507.464767028
0.155	6300	-802513.678230715
0.155	6350	-802519.877479055
0.155	6400	-802526.062419342
0.155	6450	-802532.232966283
0.155	6500	-802538.389041635
0.155	6550	-802544.530573875
0.155	6600	-802550.657497884
0.155	6650	-802556.769754625
0.155	6700	-802562.867290879
0.155	6750	-802568.950058946
0.155	6800	-802575.018016373
0.155	6850	-802581.071125744
0.155	6900	-802587.109354407
0.155	6950	-802593.132674253
0.155	7000	-802599.141061508
0.155	7050	-802605.134496526
0.155	7100	-802611.112963574
0.155	7150	-802617.076450685
0.155	7200	-802623.024949436
0.155	7250	-802628.958454797
0.155	7300	-802634.876964974
0.155	7350	-802640.78048125
0.155	7400	-802646.669007823
0.155	7450	-802652.542551692
0.155	7500	-802658.401122502
0.155	7550	-802664.244732416
0.155	7600	-802670.073396009
0.155	7650	-802675.887130121
0.155	7700	-802681.685953791
0.155	7750	-802687.469888094
0.155	7800	-802693.23895609
0.155	7850	-802698.993182684
0.155	7900	-802704.732594578
0.155	7950	-802710.457220136
0.155	8000	-802716.167089325
0.155	8050	-802721.862233639
0.155	8100	-802727.542685987
0.155	8150	-802733.208480673
0.155	8200	-802738.859653272
0.155	8250	-802744.496240587
0.155	8300	-802750.118280592
0.155	8350	-802755.725812343
0.155	8400	-802761.318875951
0.155	8450	-802766.897512498
0.155	8500	-802772.46176399
0.155	8550	-802778.011673319
0.155	8600	-802783.547284193
0.155	8650	-802789.068641095
0.155	8700	-802794.575789257
0.155	8750	-802800.068774575
0.155	8800	-802805.547643605
0.155	8850	-802811.012443508
0.155	8900	-802816.46322201
0.155	8950	-802821.900027366
0.155	9000	-802827.322908332
0.155	9050	-802832.731914117
0.155	9100	-802838.127094369
0.155	9150	-802843.508499138
0.155	9200	-802848.876178831
0.155	9250	-802854.23018421
0.155	9300	-802859.570566342
0.155	9350	-802864.897376592
0.155	9400	-802870.210666571
0.155	9450	-802875.510488148
0.155	9500	-802880.796893411
0.155	9550	-802886.06993463
0.155	9600	-802891.329664255
0.155	9650	-802896.576134899
0.155	9700	-802901.809399311
0.155	9750	-802907.029510341
