j	k	likelihood
0.155	9800	-802912.236520964
0.155	9850	-802917.430484213
0.155	9900	-802922.611453222
0.155	9950	-802927.779481149
0.155	10000	-802932.934621204
0.155	10050	-802938.076926618
0.155	10100	-802943.206450642
0.155	10150	-802948.32324651
0.155	10200	-802953.427367456
0.155	10250	-802958.518866684
0.155	10300	-802963.597797358
0.155	10350	-802968.664212609
0.155	10400	-802973.718165502
0.155	10450	-802978.759709028
0.155	10500	-802983.788896113
0.155	10550	-802988.805779598
0.155	10600	-802993.810412232
0.155	10650	-802998.802846653
0.155	10700	-803003.783135413
0.155	10750	-803008.751330923
0.155	10800	-803013.707485488
0.155	10850	-803018.651651273
0.155	10900	-803023.583880326
0.155	10950	-803028.504224534
0.155	11000	-803033.412735649
0.155	11050	-803038.30946527
0.155	11100	-803043.194464832
0.155	11150	-803048.067785614
0.155	11200	-803052.929478729
0.155	11250	-803057.779595117
0.155	11300	-803062.618185549
0.155	11350	-803067.445300597
0.155	11400	-803072.260990681
0.155	11450	-803077.065306018
0.155	11500	-803081.858296623
0.155	11550	-803086.640012347
0.155	11600	-803091.410502823
0.155	11650	-803096.169817494
0.155	11700	-803100.918005619
0.155	11750	-803105.655116218
0.155	11800	-803110.381198132
0.155	11850	-803115.096299993
0.155	11900	-803119.800470219
0.155	11950	-803124.493757007
0.155	12000	-803129.176208365
0.16	50	-806365.216443223
0.16	100	-804742.181200375
0.16	150	-803959.687334226
0.16	200	-803482.93898618
0.16	250	-803158.476834857
0.16	300	-802922.792896243
0.16	350	-802744.102095216
0.16	400	-802604.479301131
0.16	450	-802492.944188744
0.16	500	-802402.347946943
0.16	550	-802327.812877234
0.16	600	-802265.884585001
0.16	650	-802214.041325885
0.16	700	-802170.395236899
0.16	750	-802133.502625404
0.16	800	-802102.239196685
0.16	850	-802075.715496992
0.16	900	-802053.218110929
0.16	950	-802034.167837949
0.16	1000	-802018.089350529
0.16	1050	-802004.588791909
0.16	1100	-801993.336974598
0.16	1150	-801984.056600653
0.16	1200	-801976.512416482
0.16	1250	-801970.503540257
0.16	1300	-801965.857419014
0.16	1350	-801962.425023349
0.16	1400	-801960.076991871
0.16	1450	-801958.700512611
0.16	1500	-801958.19678108
0.16	1550	-801958.47891388
0.16	1600	-801959.470224935
0.16	1650	-801961.102792619
0.16	1700	-801963.316261885
0.16	1750	-801966.05683744
0.16	1800	-801969.27643329
0.16	1850	-801972.931950954
0.16	1900	-801976.98466413
0.16	1950	-801981.399691912
0.16	2000	-801986.145546049
0.16	2050	-801991.193740316
0.16	2100	-801996.518452309
0.16	2150	-802002.09622966
0.16	2200	-802007.905733949
0.16	2250	-802013.927516818
0.16	2300	-802020.143823735
0.16	2350	-802026.53842134
0.16	2400	-802033.09644536
0.16	2450	-802039.804266106
0.16	2500	-802046.649369346
0.16	2550	-802053.62025049
0.16	2600	-802060.706320454
0.16	2650	-802067.897821598
0.16	2700	-802075.18575273
0.16	2750	-802082.561801814
0.16	2800	-802090.018285689
0.16	2850	-802097.5480958
0.16	2900	-802105.144649394
0.16	2950	-802112.801845451
0.16	3000	-802120.514024906
0.16	3050	-802128.27593461
0.16	3100	-802136.082694717
0.16	3150	-802143.929769036
0.16	3200	-802151.812938102
0.16	3250	-802159.728274671
0.16	3300	-802167.672121386
0.16	3350	-802175.641070384
0.16	3400	-802183.631944661
0.16	3450	-802191.641781024
0.16	3500	-802199.667814541
0.16	3550	-802207.707464128
0.16	3600	-802215.758319508
0.16	3650	-802223.818129086
0.16	3700	-802231.884788859
0.16	3750	-802239.956332178
0.16	3800	-802248.030920362
0.16	3850	-802256.106833936
0.16	3900	-802264.182464678
0.16	3950	-802272.256308143
0.16	4000	-802280.326956835
0.16	4050	-802288.393093814
0.16	4100	-802296.453486828
0.16	4150	-802304.506982875
0.16	4200	-802312.552503093
0.16	4250	-802320.589038073
0.16	4300	-802328.615643501
0.16	4350	-802336.631436053
0.16	4400	-802344.635589634
0.16	4450	-802352.627331839
0.16	4500	-802360.605940676
0.16	4550	-802368.570741492
0.16	4600	-802376.521104116
0.16	4650	-802384.45644018
0.16	4700	-802392.376200632
0.16	4750	-802400.279873396
0.16	4800	-802408.166981196
0.16	4850	-802416.037079506
0.16	4900	-802423.889754634
0.16	4950	-802431.72462195
0.16	5000	-802439.541324178
0.16	5050	-802447.339529829
0.16	5100	-802455.118931738
0.16	5150	-802462.879245659
0.16	5200	-802470.620208971
0.16	5250	-802478.341579453
0.16	5300	-802486.043134102
0.16	5350	-802493.724668102
0.16	5400	-802501.385993783
0.16	5450	-802509.026939628
0.16	5500	-802516.647349424
0.16	5550	-802524.247081382
0.16	5600	-802531.826007341
0.16	5650	-802539.384012012
0.16	5700	-802546.920992253
0.16	5750	-802554.436856421
0.16	5800	-802561.931523729
0.16	5850	-802569.404923638
0.16	5900	-802576.856995291
0.16	5950	-802584.287686992
0.16	6000	-802591.6969557
0.16	6050	-802599.084766528
0.16	6100	-802606.451092325
0.16	6150	-802613.795913239
0.16	6200	-802621.119216291
0.16	6250	-802628.420995025
0.16	6300	-802635.701249127
0.16	6350	-802642.959984087
0.16	6400	-802650.197210896
0.16	6450	-802657.412945693
0.16	6500	-802664.607209515
0.16	6550	-802671.780028017
0.16	6600	-802678.931431181
0.16	6650	-802686.061453111
0.16	6700	-802693.170131757
0.16	6750	-802700.25750874
0.16	6800	-802707.323629083
0.16	6850	-802714.368541062
0.16	6900	-802721.392295991
0.16	6950	-802728.394948052
0.16	7000	-802735.376554099
0.16	7050	-802742.337173541
0.16	7100	-802749.276868144
0.16	7150	-802756.195701913
0.16	7200	-802763.093740931
0.16	7250	-802769.97105326
0.16	7300	-802776.827708769
0.16	7350	-802783.663779059
0.16	7400	-802790.47933732
0.16	7450	-802797.274458249
0.16	7500	-802804.049217918
0.16	7550	-802810.803693701
0.16	7600	-802817.537964175
0.16	7650	-802824.252109026
0.16	7700	-802830.946208971
0.16	7750	-802837.620345695
0.16	7800	-802844.274601733
0.16	7850	-802850.909060442
0.16	7900	-802857.523805914
0.16	7950	-802864.118922915
0.16	8000	-802870.694496812
0.16	8050	-802877.250613545
0.16	8100	-802883.787359529
0.16	8150	-802890.304821644
0.16	8200	-802896.80308716
0.16	8250	-802903.282243677
0.16	8300	-802909.742379124
0.16	8350	-802916.183581682
0.16	8400	-802922.605939745
0.16	8450	-802929.009541886
0.16	8500	-802935.39447683
0.16	8550	-802941.760833411
0.16	8600	-802948.108700528
0.16	8650	-802954.438167141
0.16	8700	-802960.749322213
0.16	8750	-802967.042254694
0.16	8800	-802973.317053499
0.16	8850	-802979.573807477
0.16	8900	-802985.812605383
0.16	8950	-802992.033535867
0.16	9000	-802998.236687437
0.16	9050	-803004.422148453
0.16	9100	-803010.590007096
0.16	9150	-803016.740351362
0.16	9200	-803022.873269026
0.16	9250	-803028.988847647
0.16	9300	-803035.087174548
0.16	9350	-803041.168336783
0.16	9400	-803047.232421143
0.16	9450	-803053.279514131
0.16	9500	-803059.309701971
0.16	9550	-803065.323070563
0.16	9600	-803071.319705498
0.16	9650	-803077.299692041
0.16	9700	-803083.263115106
0.16	9750	-803089.210059294
0.16	9800	-803095.140608816
0.16	9850	-803101.054847539
0.16	9900	-803106.952858952
0.16	9950	-803112.834726189
0.16	10000	-803118.700531976
0.16	10050	-803124.550358654
0.16	10100	-803130.384288189
0.16	10150	-803136.202402125
0.16	10200	-803142.004781622
0.16	10250	-803147.791507407
0.16	10300	-803153.562659816
0.16	10350	-803159.318318766
0.16	10400	-803165.058563744
0.16	10450	-803170.783473825
0.16	10500	-803176.493127656
0.16	10550	-803182.187603459
0.16	10600	-803187.866979015
0.16	10650	-803193.531331685
0.16	10700	-803199.180738389
0.16	10750	-803204.815275622
0.16	10800	-803210.435019432
0.16	10850	-803216.040045435
0.16	10900	-803221.630428806
0.16	10950	-803227.206244285
0.16	11000	-803232.767566169
0.16	11050	-803238.314468316
0.16	11100	-803243.847024141
0.16	11150	-803249.365306633
0.16	11200	-803254.869388324
0.16	11250	-803260.359341316
0.16	11300	-803265.835237271
0.16	11350	-803271.297147401
0.16	11400	-803276.745142505
0.16	11450	-803282.179292917
0.16	11500	-803287.599668561
0.16	11550	-803293.006338898
0.16	11600	-803298.399372981
0.16	11650	-803303.778839412
0.16	11700	-803309.144806369
0.16	11750	-803314.497341595
0.16	11800	-803319.83651241
0.16	11850	-803325.162385708
0.16	11900	-803330.475027944
0.16	11950	-803335.774505163
0.16	12000	-803341.060882973
0.165	50	-806134.485701936
0.165	100	-804523.492284484
0.165	150	-803756.016223529
0.165	200	-803293.287297567
0.165	250	-802981.533313662
0.165	300	-802757.377661035
0.165	350	-802589.212437914
0.165	400	-802459.26888647
0.165	450	-802356.694462638
0.165	500	-802274.443183215
0.165	550	-802207.720307702
0.165	600	-802153.138935719
0.165	650	-802108.232798756
0.165	700	-802071.16010739
0.165	750	-802040.515816602
0.165	800	-802015.208352874
0.165	850	-801994.376204497
0.165	900	-801977.330005469
0.165	950	-801963.511404112
0.165	1000	-801952.46326697
0.165	1050	-801943.807711284
0.165	1100	-801937.229652861
0.165	1150	-801932.464309615
0.165	1200	-801929.287587975
0.165	1250	-801927.508601032
0.165	1300	-801926.963783974
0.165	1350	-801927.512220838
0.165	1400	-801929.031900242
0.165	1450	-801931.416690564
0.165	1500	-801934.573877963
0.165	1550	-801938.422148132
0.165	1600	-801942.889921185
0.165	1650	-801947.913969299
0.165	1700	-801953.4382626
0.165	1750	-801959.413000449
0.165	1800	-801965.793794277
0.165	1850	-801972.540974907
0.165	1900	-801979.619002859
0.165	1950	-801986.995964247
0.165	2000	-801994.643137991
0.165	2050	-802002.534623019
0.165	2100	-802010.647015906
0.165	2150	-802018.959131185
0.165	2200	-802027.451757914
0.165	2250	-802036.107447196
0.165	2300	-802044.910326067
0.165	2350	-802053.84593415
0.165	2400	-802062.901079805
0.165	2450	-802072.063713199
0.165	2500	-802081.322813986
0.165	2550	-802090.668291745
0.165	2600	-802100.090897416
0.165	2650	-802109.58214449
0.165	2700	-802119.134238666
0.165	2750	-802128.74001489
0.165	2800	-802138.39288101
0.165	2850	-802148.086767176
0.165	2900	-802157.816080346
0.165	2950	-802167.575663297
0.165	3000	-802177.36075769
0.165	3050	-802187.166970628
0.165	3100	-802196.990244498
0.165	3150	-802206.826829515
0.165	3200	-802216.673258917
0.165	3250	-802226.526326377
0.165	3300	-802236.383065415
0.165	3350	-802246.240730724
0.165	3400	-802256.096781078
0.165	3450	-802265.948863699
0.165	3500	-802275.794800056
0.165	3550	-802285.632572758
0.165	3600	-802295.460313636
0.165	3650	-802305.276292745
0.165	3700	-802315.078908287
0.165	3750	-802324.866677384
0.165	3800	-802334.63822752
0.165	3850	-802344.392288718
0.165	3900	-802354.127686316
0.165	3950	-802363.84333429
0.165	4000	-802373.538229086
0.165	4050	-802383.211443952
0.165	4100	-802392.862123665
0.165	4150	-802402.489479675
0.165	4200	-802412.092785565
0.165	4250	-802421.671372919
0.165	4300	-802431.224627411
0.165	4350	-802440.751985225
0.165	4400	-802450.25292969
0.165	4450	-802459.726988225
0.165	4500	-802469.173729399
0.165	4550	-802478.592760284
0.165	4600	-802487.98372393
0.165	4650	-802497.346297046
0.165	4700	-802506.680187821
0.165	4750	-802515.985133924
0.165	4800	-802525.260900584
0.165	4850	-802534.507278838
0.165	4900	-802543.724083891
0.165	4950	-802552.911153566
0.165	5000	-802562.068346868
0.165	5050	-802571.195542649
0.165	5100	-802580.292638323
0.165	5150	-802589.359548723
0.165	5200	-802598.396204957
0.165	5250	-802607.402553413
0.165	5300	-802616.378554756
0.165	5350	-802625.324183033
0.165	5400	-802634.239424836
0.165	5450	-802643.124278464
0.165	5500	-802651.97875321
0.165	5550	-802660.802868636
0.165	5600	-802669.596653913
0.165	5650	-802678.360147213
0.165	5700	-802687.093395101
0.165	5750	-802695.796451997
0.165	5800	-802704.46937968
0.165	5850	-802713.112246753
0.165	5900	-802721.725128241
0.165	5950	-802730.308105118
0.165	6000	-802738.86126394
0.165	6050	-802747.384696414
0.165	6100	-802755.878499104
0.165	6150	-802764.34277303
0.165	6200	-802772.7776234
0.165	6250	-802781.183159275
0.165	6300	-802789.55949331
0.165	6350	-802797.906741474
0.165	6400	-802806.225022801
0.165	6450	-802814.514459176
0.165	6500	-802822.775175067
0.165	6550	-802831.00729736
0.165	6600	-802839.210955132
0.165	6650	-802847.386279493
0.165	6700	-802855.533403375
0.165	6750	-802863.652461386
0.165	6800	-802871.743589665
0.165	6850	-802879.806925707
0.165	6900	-802887.842608248
0.165	6950	-802895.850777121
0.165	7000	-802903.831573125
0.165	7050	-802911.785137941
0.165	7100	-802919.711613993
0.165	7150	-802927.611144341
0.165	7200	-802935.483872606
0.165	7250	-802943.329942868
0.165	7300	-802951.149499582
0.165	7350	-802958.942687478
0.165	7400	-802966.709651511
0.165	7450	-802974.450536786
0.165	7500	-802982.165488459
0.165	7550	-802989.854651712
0.165	7600	-802997.518171679
0.165	7650	-803005.156193373
0.165	7700	-803012.768861654
0.165	7750	-803020.356321171
0.165	7800	-803027.918716324
0.165	7850	-803035.456191195
0.165	7900	-803042.968889525
0.165	7950	-803050.456954694
0.165	8000	-803057.920529643
0.165	8050	-803065.359756868
0.165	8100	-803072.774778379
0.165	8150	-803080.16573568
0.165	8200	-803087.532769721
0.165	8250	-803094.8760209
0.165	8300	-803102.195629008
0.165	8350	-803109.491733235
0.165	8400	-803116.764472125
0.165	8450	-803124.013983572
0.165	8500	-803131.240404806
0.165	8550	-803138.443872354
0.165	8600	-803145.624522039
0.165	8650	-803152.782488978
0.165	8700	-803159.91790754
0.165	8750	-803167.030911371
0.165	8800	-803174.121633332
0.165	8850	-803181.190205548
0.165	8900	-803188.236759346
0.165	8950	-803195.261425296
0.165	9000	-803202.264333152
0.165	9050	-803209.245611885
0.165	9100	-803216.205389659
0.165	9150	-803223.143793838
0.165	9200	-803230.060950963
0.165	9250	-803236.956986765
0.165	9300	-803243.832026155
0.165	9350	-803250.686193212
0.165	9400	-803257.519611201
0.165	9450	-803264.332402561
0.165	9500	-803271.124688892
0.165	9550	-803277.896590978
0.165	9600	-803284.648228756
0.165	9650	-803291.379721358
0.165	9700	-803298.091187063
0.165	9750	-803304.78274333
0.165	9800	-803311.454506799
0.165	9850	-803318.106593267
0.165	9900	-803324.739117721
0.165	9950	-803331.352194311
0.165	10000	-803337.945936386
0.165	10050	-803344.520456455
0.165	10100	-803351.075866221
0.165	10150	-803357.612276576
0.165	10200	-803364.12979759
0.165	10250	-803370.628538541
0.165	10300	-803377.1086079
0.165	10350	-803383.570113325
0.165	10400	-803390.013161692
0.165	10450	-803396.437859076
0.165	10500	-803402.844310771
0.165	10550	-803409.232621282
0.165	10600	-803415.602894323
0.165	10650	-803421.955232851
0.165	10700	-803428.289739044
0.165	10750	-803434.606514305
0.165	10800	-803440.905659281
0.165	10850	-803447.187273861
0.165	10900	-803453.451457184
0.165	10950	-803459.698307626
0.165	11000	-803465.927922842
0.165	11050	-803472.140399728
0.165	11100	-803478.33583446
0.165	11150	-803484.514322479
0.165	11200	-803490.675958498
0.165	11250	-803496.820836517
0.165	11300	-803502.949049829
0.165	11350	-803509.060691009
0.165	11400	-803515.155851924
0.165	11450	-803521.234623764
0.165	11500	-803527.297097003
0.165	11550	-803533.343361436
0.165	11600	-803539.373506182
0.165	11650	-803545.387619678
0.165	11700	-803551.385789684
0.165	11750	-803557.368103304
0.165	11800	-803563.33464697
0.165	11850	-803569.28550646
0.165	11900	-803575.220766911
0.165	11950	-803581.140512805
0.165	12000	-803587.04482798
0.17	50	-805913.265466575
0.17	100	-804317.575007553
0.17	150	-803567.107348178
0.17	200	-803119.823093271
0.17	250	-802821.881896269
0.17	300	-802610.152806225
0.17	350	-802453.267740694
0.17	400	-802333.652356806
0.17	450	-802240.606709132
0.17	500	-802167.204716397
0.17	550	-802108.746835676
0.17	600	-802061.922727142
0.17	650	-802024.328496261
0.17	700	-801994.173794142
0.17	750	-801970.096478595
0.17	800	-801951.041126257
0.17	850	-801936.176969682
0.17	900	-801924.841010708
0.17	950	-801916.497685643
0.17	1000	-801910.709692815
0.17	1050	-801907.116518615
0.17	1100	-801905.418379964
0.17	1150	-801905.364046438
0.17	1200	-801906.741485856
0.17	1250	-801909.370595383
0.17	1300	-801913.09749285
0.17	1350	-801917.789990191
0.17	1400	-801923.33397195
0.17	1450	-801929.63047414
0.17	1500	-801936.593310116
0.17	1550	-801944.147127328
0.17	1600	-801952.225806403
0.17	1650	-801960.771134088
0.17	1700	-801969.731697035
0.17	1750	-801979.061954588
0.17	1800	-801988.721457867
0.17	1850	-801998.67418882
0.17	1900	-802008.887998357
0.17	1950	-802019.334126839
0.17	2000	-802029.986792952
0.17	2050	-802040.822840226
0.17	2100	-802051.821431733
0.17	2150	-802062.9637857
0.17	2200	-802074.232945764
0.17	2250	-802085.613580683
0.17	2300	-802097.09180928
0.17	2350	-802108.655046964
0.17	2400	-802120.29187086
0.17	2450	-802131.991900974
0.17	2500	-802143.7456952
0.17	2550	-802155.5446564
0.17	2600	-802167.380949966
0.17	2650	-802179.247430496
0.17	2700	-802191.137576488
0.17	2750	-802203.045432041
0.17	2800	-802214.965554716
0.17	2850	-802226.892968817
0.17	2900	-802238.823123463
0.17	2950	-802250.7518549
0.17	3000	-802262.675352584
0.17	3050	-802274.590128538
0.17	3100	-802286.492989746
0.17	3150	-802298.381013144
0.17	3200	-802310.251522969
0.17	3250	-802322.10207025
0.17	3300	-802333.930414147
0.17	3350	-802345.734504991
0.17	3400	-802357.512468892
0.17	3450	-802369.262593637
0.17	3500	-802380.983315884
0.17	3550	-802392.673209449
0.17	3600	-802404.330974568
0.17	3650	-802415.955428141
0.17	3700	-802427.5454947
0.17	3750	-802439.100198218
0.17	3800	-802450.618654519
0.17	3850	-802462.100064352
0.17	3900	-802473.543707029
0.17	3950	-802484.9489345
0.17	4000	-802496.315165997
0.17	4050	-802507.641883034
0.17	4100	-802518.92862479
0.17	4150	-802530.174983917
0.17	4200	-802541.380602562
0.17	4250	-802552.545168801
0.17	4300	-802563.668413253
0.17	4350	-802574.750106004
0.17	4400	-802585.790053739
0.17	4450	-802596.788097066
0.17	4500	-802607.744108072
0.17	4550	-802618.657988038
0.17	4600	-802629.529665294
0.17	4650	-802640.359093288
0.17	4700	-802651.14624873
0.17	4750	-802661.89112991
0.17	4800	-802672.593755118
0.17	4850	-802683.254161137
0.17	4900	-802693.872401949
0.17	4950	-802704.448547385
0.17	5000	-802714.982682007
0.17	5050	-802725.474903943
0.17	5100	-802735.925323911
0.17	5150	-802746.33406423
0.17	5200	-802756.701257934
0.17	5250	-802767.027047938
0.17	5300	-802777.311586265
0.17	5350	-802787.555033303
0.17	5400	-802797.757557156
0.17	5450	-802807.919332983
0.17	5500	-802818.040542424
0.17	5550	-802828.121373037
0.17	5600	-802838.162017808
0.17	5650	-802848.162674631
0.17	5700	-802858.123545887
0.17	5750	-802868.044838017
0.17	5800	-802877.926761127
0.17	5850	-802887.769528623
0.17	5900	-802897.573356849
0.17	5950	-802907.33846481
0.17	6000	-802917.065073837
0.17	6050	-802926.753407309
