"","V1","V2","likelihood_estimates"
"4443",0.45,645,-5384196.19641369
"4444",0.45,660,-5389468.15488759
"4445",0.45,675,-5394627.26330231
"4446",0.45,690,-5399678.28720826
"4447",0.45,705,-5404625.69436203
"4448",0.45,720,-5409473.67916329
"4449",0.45,735,-5414226.18462585
"4450",0.45,750,-5418886.92217657
"4451",0.45,765,-5423459.38953525
"4452",0.45,780,-5427946.88689548
"4453",0.45,795,-5432352.53159578
"4454",0.45,810,-5436679.27145081
"4455",0.45,825,-5440929.89688272
"4456",0.45,840,-5445107.05198331
"4457",0.45,855,-5449213.24461755
"4458",0.45,870,-5453250.8556666
"4459",0.45,885,-5457222.14749859
"4460",0.45,900,-5461129.27173947
"4461",0.45,915,-5464974.27641803
"4462",0.45,930,-5468759.11253928
"4463",0.45,945,-5472485.64014423
"4464",0.45,960,-5476155.63390289
"4465",0.45,975,-5479770.78828063
"4466",0.45,990,-5483332.72231919
"4467",0.45,1005,-5486842.98406616
"4468",0.45,1020,-5490303.05468241
"4469",0.45,1035,-5493714.35225495
"4470",0.45,1050,-5497078.23534233
"4471",0.45,1065,-5500396.0062735
"4472",0.45,1080,-5503668.91421959
"4473",0.45,1095,-5506898.15805875
"4474",0.45,1110,-5510084.88904978
"4475",0.45,1125,-5513230.21333118
"4476",0.45,1140,-5516335.19425516
"4477",0.45,1155,-5519400.85457567
"4478",0.45,1170,-5522428.17849388
"4479",0.45,1185,-5525418.11358057
"4480",0.45,1200,-5528371.57257607
"4481",0.45,1215,-5531289.43508329
"4482",0.45,1230,-5534172.54915594
"4483",0.45,1245,-5537021.73279618
"4484",0.45,1260,-5539837.77536234
"4485",0.45,1275,-5542621.43889307
"4486",0.45,1290,-5545373.45935853
"4487",0.45,1305,-5548094.54784025
"4488",0.45,1320,-5550785.39164307
"4489",0.45,1335,-5553446.65534661
"4490",0.45,1350,-5556078.9818
"4491",0.45,1365,-5558682.99306081
"4492",0.45,1380,-5561259.29128427
"4493",0.45,1395,-5563808.45956644
"4494",0.45,1410,-5566331.06274228
"4495",0.45,1425,-5568827.64814168
"4496",0.45,1440,-5571298.74630762
"4497",0.45,1455,-5573744.87167793
"4498",0.45,1470,-5576166.52323062
"4499",0.45,1485,-5578564.18510139
"4500",0.45,1500,-5580938.32716494
"4501",0.46,15,-4664260.70390704
"4502",0.46,30,-4771473.11192102
"4503",0.46,45,-4842083.56108744
"4504",0.46,60,-4895275.26797105
"4505",0.46,75,-4938138.61516844
"4506",0.46,90,-4974121.97020884
"4507",0.46,105,-5005176.96038514
"4508",0.46,120,-5032520.46760782
"4509",0.46,135,-5056964.36875893
"4510",0.46,150,-5079078.20824658
"4511",0.46,165,-5099277.35011332
"4512",0.46,180,-5117874.2562369
"4513",0.46,195,-5135110.02005422
"4514",0.46,210,-5151174.6484457
"4515",0.46,225,-5166220.59912615
"4516",0.46,240,-5180372.10230261
"4517",0.46,255,-5193731.75239551
"4518",0.46,270,-5206385.27765719
"4519",0.46,285,-5218405.06131028
"4520",0.46,300,-5229852.78739723
"4521",0.46,315,-5240781.46041081
"4522",0.46,330,-5251236.96875519
"4523",0.46,345,-5261259.31048734
"4524",0.46,360,-5270883.56537227
"4525",0.46,375,-5280140.6738346
"4526",0.46,390,-5289058.06714509
"4527",0.46,405,-5297660.18173032
"4528",0.46,420,-5305968.8823061
"4529",0.46,435,-5314003.81260196
"4530",0.46,450,-5321782.68807007
"4531",0.46,465,-5329321.54175614
"4532",0.46,480,-5336634.93205676
"4533",0.46,495,-5343736.11925733
"4534",0.46,510,-5350637.21632436
"4535",0.46,525,-5357349.31834307
"4536",0.46,540,-5363882.61413216
"4537",0.46,555,-5370246.48291423
"4538",0.46,570,-5376449.5783796
"4539",0.46,585,-5382499.902077
"4540",0.46,600,-5388404.86771541
"4541",0.46,615,-5394171.35770178
"4542",0.46,630,-5399805.77301516
"4543",0.46,645,-5405314.0773401
"4544",0.46,660,-5410701.83623585
"4545",0.46,675,-5415974.25199981
"4546",0.46,690,-5421136.19478133
"4547",0.46,705,-5426192.2304209
"4548",0.46,720,-5431146.64542283
"4549",0.46,735,-5436003.46940621
"4550",0.46,750,-5440766.4953361
"4551",0.46,765,-5445439.29779635
"4552",0.46,780,-5450025.24952159
"4553",0.46,795,-5454527.53639191
"4554",0.46,810,-5458949.17105262
"4555",0.46,825,-5463293.00531235
"4556",0.46,840,-5467561.74144625
"4557",0.46,855,-5471757.94252049
"4558",0.46,870,-5475884.04183777
"4559",0.46,885,-5479942.35159049
"4560",0.46,900,-5483935.07080545
"4561",0.46,915,-5487864.29264083
"4562",0.46,930,-5491732.01110664
"4563",0.46,945,-5495540.12725445
"4564",0.46,960,-5499290.45489359
"4565",0.46,975,-5502984.72586972
"4566",0.46,990,-5506624.59495156
"4567",0.46,1005,-5510211.64435605
"4568",0.46,1020,-5513747.38794552
"4569",0.46,1035,-5517233.27512474
"4570",0.46,1050,-5520670.69446277
"4571",0.46,1065,-5524060.97706477
"4572",0.46,1080,-5527405.39971025
"4573",0.46,1095,-5530705.18778165
"4574",0.46,1110,-5533961.51799484
"4575",0.46,1125,-5537175.52095462
"4576",0.46,1140,-5540348.28353829
"4577",0.46,1155,-5543480.85113168
"4578",0.46,1170,-5546574.22972131
"4579",0.46,1185,-5549629.38785617
"4580",0.46,1200,-5552647.25848915
"4581",0.46,1215,-5555628.74070486
"4582",0.46,1230,-5558574.70134647
"4583",0.46,1245,-5561485.97654274
"4584",0.46,1260,-5564363.37314592
"4585",0.46,1275,-5567207.67008907
"4586",0.46,1290,-5570019.61966153
"4587",0.46,1305,-5572799.9487148
"4588",0.46,1320,-5575549.35980021
"4589",0.46,1335,-5578268.53224206
"4590",0.46,1350,-5580958.12315516
"4591",0.46,1365,-5583618.76840339
"4592",0.46,1380,-5586251.08351083
"4593",0.46,1395,-5588855.66451955
"4594",0.46,1410,-5591433.08880849
"4595",0.46,1425,-5593983.9158645
"4596",0.46,1440,-5596508.68801703
"4597",0.46,1455,-5599007.93113393
"4598",0.46,1470,-5601482.15528297
"4599",0.46,1485,-5603931.85535978
"4600",0.46,1500,-5606357.51168497
"4601",0.47,15,-4669229.19635539
"4602",0.47,30,-4778871.51631986
"4603",0.47,45,-4851043.85354445
"4604",0.47,60,-4905400.51320581
"4605",0.47,75,-4949197.16660668
"4606",0.47,90,-4985960.89410871
"4607",0.47,105,-5017687.38754536
"4608",0.47,120,-5045620.81355322
"4609",0.47,135,-5070591.15774341
"4610",0.47,150,-5093180.61245393
"4611",0.47,165,-5113813.72981495
"4612",0.47,180,-5132809.85886563
"4613",0.47,195,-5150415.38954612
"4614",0.47,210,-5166824.49009125
"4615",0.47,225,-5182192.94766426
"4616",0.47,240,-5196647.69830515
"4617",0.47,255,-5210293.56558692
"4618",0.47,270,-5223218.13630214
"4619",0.47,285,-5235495.35971881
"4620",0.47,300,-5247188.25199308
"4621",0.47,315,-5258350.96039734
"4622",0.47,330,-5269030.36122589
"4623",0.47,345,-5279267.31248387
"4624",0.47,360,-5289097.64726211
"4625",0.47,375,-5298552.96973696
"4626",0.47,390,-5307661.29912323
"4627",0.47,405,-5316447.59519582
"4628",0.47,420,-5324934.19062934
"4629",0.47,435,-5333141.1493369
"4630",0.47,450,-5341086.56553084
"4631",0.47,465,-5348786.81491126
"4632",0.47,480,-5356256.76691601
"4633",0.47,495,-5363509.96506718
"4634",0.47,510,-5370558.78101403
"4635",0.47,525,-5377414.54675615
"4636",0.47,540,-5384087.66865879
"4637",0.47,555,-5390587.72619846
"4638",0.47,570,-5396923.55783045
"4639",0.47,585,-5403103.33595197
"4640",0.47,600,-5409134.6325825
"4641",0.47,615,-5415024.47710974
"4642",0.47,630,-5420779.40723028
"4643",0.47,645,-5426405.51402634
"4644",0.47,660,-5431908.48197151
"4645",0.47,675,-5437293.62453773
"4646",0.47,690,-5442565.9159728
"4647",0.47,705,-5447730.01973391
"4648",0.47,720,-5452790.31399118
"4649",0.47,735,-5457750.9145578
"4650",0.47,750,-5462615.69555244
"4651",0.47,765,-5467388.3080597
"4652",0.47,780,-5472072.19701549
"4653",0.47,795,-5476670.61651981
"4654",0.47,810,-5481186.64374688
"4655",0.47,825,-5485623.19160641
"4656",0.47,840,-5489983.02028815
"4657",0.47,855,-5494268.74780476
"4658",0.47,870,-5498482.85963892
"4659",0.47,885,-5502627.71758187
"4660",0.47,900,-5506705.56784344
"4661",0.47,915,-5510718.54850851
"4662",0.47,930,-5514668.69639647
"4663",0.47,945,-5518557.95338552
"4664",0.47,960,-5522388.17224936
"4665",0.47,975,-5526161.12204785
"4666",0.47,990,-5529878.49311743
"4667",0.47,1005,-5533541.90169405
"4668",0.47,1020,-5537152.89419719
"4669",0.47,1035,-5540712.95121233
"4670",0.47,1050,-5544223.49118861
"4671",0.47,1065,-5547685.87388199
"4672",0.47,1080,-5551101.40356155
"4673",0.47,1095,-5554471.33199889
"4674",0.47,1110,-5557796.86125924
"4675",0.47,1125,-5561079.14630784
"4676",0.47,1140,-5564319.29744752
"4677",0.47,1155,-5567518.38260093
"4678",0.47,1170,-5570677.42944696
"4679",0.47,1185,-5573797.42742547
"4680",0.47,1200,-5576879.32961633
"4681",0.47,1215,-5579924.05450659
"4682",0.47,1230,-5582932.48764933
"4683",0.47,1245,-5585905.4832243
"4684",0.47,1260,-5588843.86550753
"4685",0.47,1275,-5591748.43025591
"4686",0.47,1290,-5594619.94601172
"4687",0.47,1305,-5597459.15533233
"4688",0.47,1320,-5600266.77595264
"4689",0.47,1335,-5603043.50188336
"4690",0.47,1350,-5605790.00444686
"4691",0.47,1365,-5608506.93325899
"4692",0.47,1380,-5611194.91715665
"4693",0.47,1395,-5613854.56507864
"4694",0.47,1410,-5616486.46689711
"4695",0.47,1425,-5619091.19420807
"4696",0.47,1440,-5621669.30108063
"4697",0.47,1455,-5624221.32476799
"4698",0.47,1470,-5626747.78638359
"4699",0.47,1485,-5629249.19154133
"4700",0.47,1500,-5631726.03096701
"4701",0.48,15,-4674228.18138174
"4702",0.48,30,-4786297.76336749
"4703",0.48,45,-4860028.28496361
"4704",0.48,60,-4915546.39206264
"4705",0.48,75,-4960273.14234615
"4706",0.48,90,-4997814.30614757
"4707",0.48,105,-5030209.60549144
"4708",0.48,120,-5058730.46081622
"4709",0.48,135,-5084224.9403918
"4710",0.48,150,-5107287.86264562
"4711",0.48,165,-5128352.94938487
"4712",0.48,180,-5147746.42116708
"4713",0.48,195,-5165719.95103859
"4714",0.48,210,-5182471.85703804
"4715",0.48,225,-5198161.24575879
"4716",0.48,240,-5212917.7503356
"4717",0.48,255,-5226848.41584121
"4718",0.48,270,-5240042.68087339
"4719",0.48,285,-5252576.05479876
"4720",0.48,300,-5264512.88061468
"4721",0.48,315,-5275908.44368438
"4722",0.48,330,-5286810.60401152
"4723",0.48,345,-5297261.07580527
"4724",0.48,360,-5307296.44212394
"4725",0.48,375,-5316948.96787514
"4726",0.48,390,-5326247.25749271
"4727",0.48,405,-5335216.79163472
"4728",0.48,420,-5343880.36870054
"4729",0.48,435,-5352258.47076032
"4730",0.48,450,-5360369.56893772
"4731",0.48,465,-5368230.37990287
"4732",0.48,480,-5375856.08259454
"4733",0.48,495,-5383260.50236099
"4734",0.48,510,-5390456.26824003
"4735",0.48,525,-5397454.94795612
"4736",0.48,540,-5404267.16432572
"4737",0.48,555,-5410902.69606809
"4738",0.48,570,-5417370.56547071
"4739",0.48,585,-5423679.11491607
"4740",0.48,600,-5429836.07393309
"4741",0.48,615,-5435848.61814762
"4742",0.48,630,-5441723.42128391
"4743",0.48,645,-5447466.7011799
"4744",0.48,660,-5453084.26062481
"4745",0.48,675,-5458581.52370642
"4746",0.48,690,-5463963.56825061
"4747",0.48,705,-5469235.15484215
"4748",0.48,720,-5474400.75286148
"4749",0.48,735,-5479464.56388689
"4750",0.48,750,-5484430.54278914
"4751",0.48,765,-5489302.41677605
"4752",0.48,780,-5494083.70263011
"4753",0.48,795,-5498777.72233689
"4754",0.48,810,-5503387.61728464
"4755",0.48,825,-5507916.36118766
"4756",0.48,840,-5512366.77186917
"4757",0.48,855,-5516741.52202476
"4758",0.48,870,-5521043.14906611
"4759",0.48,885,-5525274.06414534
"4760",0.48,900,-5529436.56043202
"4761",0.48,915,-5533532.82072328
"4762",0.48,930,-5537564.92444752
"4763",0.48,945,-5541534.8541177
"4764",0.48,960,-5545444.5012883
"4765",0.48,975,-5549295.67206131
"4766",0.48,990,-5553090.09217569
"4767",0.48,1005,-5556829.41172871
"4768",0.48,1020,-5560515.20954844
"4769",0.48,1035,-5564148.99725795
"4770",0.48,1050,-5567732.22304987
"4771",0.48,1065,-5571266.27520186
"4772",0.48,1080,-5574752.48534759
"4773",0.48,1095,-5578192.13153001
"4774",0.48,1110,-5581586.44104923
"4775",0.48,1125,-5584936.59312319
"4776",0.48,1140,-5588243.72137596
"4777",0.48,1155,-5591508.91616669
"4778",0.48,1170,-5594733.22677242
"4779",0.48,1185,-5597917.66343094
"4780",0.48,1200,-5601063.19926227
"4781",0.48,1215,-5604170.77207071
"4782",0.48,1230,-5607241.2860382
"4783",0.48,1245,-5610275.61331819
"4784",0.48,1260,-5613274.59553552
"4785",0.48,1275,-5616239.04519883
"4786",0.48,1290,-5619169.74703324
"4787",0.48,1305,-5622067.45923566
"4788",0.48,1320,-5624932.91466152
"4789",0.48,1335,-5627766.82194406
"4790",0.48,1350,-5630569.86655458
"4791",0.48,1365,-5633342.71180225
"4792",0.48,1380,-5636085.99978336
"4793",0.48,1395,-5638800.35227758
"4794",0.48,1410,-5641486.37159953
"4795",0.48,1425,-5644144.64140412
"4796",0.48,1440,-5646775.72745185
"4797",0.48,1455,-5649380.17833512
"4798",0.48,1470,-5651958.52616662
"4799",0.48,1485,-5654511.28723604
"4800",0.48,1500,-5657038.96263152
"4801",0.49,15,-4679256.97356809
"4802",0.49,30,-4793750.78347826
"4803",0.49,45,-4869035.52362309
"4804",0.49,60,-4925711.369595
"4805",0.49,75,-4971364.83916792
"4806",0.49,90,-5009680.35841106
"4807",0.49,105,-5042741.638898
"4808",0.49,120,-5071847.32004354
"4809",0.49,135,-5097863.5240819
"4810",0.49,150,-5121397.67181083
"4811",0.49,165,-5142892.63489886
"4812",0.49,180,-5162681.48868921
"4813",0.49,195,-5181021.17507263
"4814",0.49,210,-5198114.14963918
"4815",0.49,225,-5214122.82781162
"4816",0.49,240,-5229179.53060067
"4817",0.49,255,-5243393.51651387
"4818",0.49,270,-5256856.0688712
"4819",0.49,285,-5269644.25088968
"4820",0.49,300,-5281823.72687608
"4821",0.49,315,-5293450.91536979
"4822",0.49,330,-5304574.65570089
"4823",0.49,345,-5315237.51436727
"4824",0.49,360,-5325476.82088086
"4825",0.49,375,-5335325.49772246
"4826",0.49,390,-5344812.7316972
"4827",0.49,405,-5353964.52177311
"4828",0.49,420,-5362804.12974207
"4829",0.49,435,-5371352.45371429
"4830",0.49,450,-5379628.33979836
"4831",0.49,465,-5387648.84387807
"4832",0.49,480,-5395429.45278646
"4833",0.49,495,-5402984.27222816
"4834",0.49,510,-5410326.18728129
"4835",0.49,525,-5417467.00015613
"4836",0.49,540,-5424417.54897896
"4837",0.49,555,-5431187.81066065
"4838",0.49,570,-5437786.99034888
"4839",0.49,585,-5444223.59951258
"4840",0.49,600,-5450505.52435752
"4841",0.49,615,-5456640.08597502
"4842",0.49,630,-5462634.09339949
"4843",0.49,645,-5468493.89055609
"4844",0.49,660,-5474225.39792723
"4845",0.49,675,-5479834.14963772
"4846",0.49,690,-5485325.32654687
"4847",0.49,705,-5490703.78586254
"4848",0.49,720,-5495974.08769839
"4849",0.49,735,-5501140.51895493
"4850",0.49,750,-5506207.11483644
"4851",0.49,765,-5511177.67828243
"4852",0.49,780,-5516055.79755252
"4853",0.49,795,-5520844.86217168
"4854",0.49,810,-5525548.07741477
"4855",0.49,825,-5530168.47749264
"4856",0.49,840,-5534708.937571
"4857",0.49,855,-5539172.18475223
"4858",0.49,870,-5543560.80811844
"4859",0.49,885,-5547877.26793561
"4860",0.49,900,-5552123.90410025
"4861",0.49,915,-5556302.94390154
"4862",0.49,930,-5560416.50916621
"4863",0.49,945,-5564466.62284254
"4864",0.49,960,-5568455.21507886
"4865",0.49,975,-5572384.128837
"4866",0.49,990,-5576255.12508907
"4867",0.49,1005,-5580069.88762996
"4868",0.49,1020,-5583830.02754149
"4869",0.49,1035,-5587537.08733556
"4870",0.49,1050,-5591192.54480851
"4871",0.49,1065,-5594797.8166232
"4872",0.49,1080,-5598354.26165076
"4873",0.49,1095,-5601863.18408163
"4874",0.49,1110,-5605325.83633305
"4875",0.49,1125,-5608743.42176298
"4876",0.49,1140,-5612117.09720919
"4877",0.49,1155,-5615447.97536451
"4878",0.49,1170,-5618737.12700361
"4879",0.49,1185,-5621985.58306845
"4880",0.49,1200,-5625194.33662837
"4881",0.49,1215,-5628364.34471642
"4882",0.49,1230,-5631496.53005981
"4883",0.49,1245,-5634591.78270503
"4884",0.49,1260,-5637650.96154773
"4885",0.49,1275,-5640674.89577394
"4886",0.49,1290,-5643664.38621996
"4887",0.49,1305,-5646620.20665321
"4888",0.49,1320,-5649543.10498208
"4889",0.49,1335,-5652433.80439932
"4890",0.49,1350,-5655293.00446233
"4891",0.49,1365,-5658121.38211528
"4892",0.49,1380,-5660919.59265455
"4893",0.49,1395,-5663688.27064651
"4894",0.49,1410,-5666428.03079364
"4895",0.49,1425,-5669139.4687589
"4896",0.49,1440,-5671823.16194357
"4897",0.49,1455,-5674479.67023005
"4898",0.49,1470,-5677109.5366856
"4899",0.49,1485,-5679713.28822876
"4900",0.49,1500,-5682291.43626674
"4901",0.5,15,-4684314.89636257
"4902",0.5,30,-4801229.51990706
"4903",0.5,45,-4878064.25454912
"4904",0.5,60,-4935893.93112231
"4905",0.5,75,-4982470.57721829
"4906",0.5,90,-5021557.22908579
"4907",0.5,105,-5055281.54097056
"4908",0.5,120,-5084969.3325917
"4909",0.5,135,-5111504.74886952
"4910",0.5,150,-5135507.78740551
"4911",0.5,165,-5157430.44853402
"4912",0.5,180,-5177612.6445832
"4913",0.5,195,-5196316.57117683
"4914",0.5,210,-5213748.80851346
"4915",0.5,225,-5230075.06967913
"4916",0.5,240,-5245430.35386293
"4917",0.5,255,-5259926.1245424
"4918",0.5,270,-5273655.50233427
"4919",0.5,285,-5286697.09776219
"4920",0.5,300,-5299117.89065541
"4921",0.5,315,-5310975.42759211
"4922",0.5,330,-5322319.52265362
"4923",0.5,345,-5333193.59053699
"4924",0.5,360,-5343635.70354424
"4925",0.5,375,-5353679.43843598
"4926",0.5,390,-5363354.56142148
"4927",0.5,405,-5372687.58709813
"4928",0.5,420,-5381702.23822376
"4929",0.5,435,-5390419.82674341
"4930",0.5,450,-5398859.57174768
"4931",0.5,465,-5407038.86650469
"4932",0.5,480,-5414973.50407424
"4933",0.5,495,-5422677.86898882
"4934",0.5,510,-5430165.10096479
"4935",0.5,525,-5437447.23541098
"4936",0.5,540,-5444535.32457878
"4937",0.5,555,-5451439.54247833
"4938",0.5,570,-5458169.27610819
"4939",0.5,585,-5464733.20509105
"4940",0.5,600,-5471139.37144509
"4941",0.5,615,-5477395.24092565
"4942",0.5,630,-5483507.75713201
"4943",0.5,645,-5489483.38938372
"4944",0.5,660,-5495328.17521218
"4945",0.5,675,-5501047.7581751
"4946",0.5,690,-5506647.42160501
"4947",0.5,705,-5512132.11880506
"4948",0.5,720,-5517506.50013235
"4949",0.5,735,-5522774.93734738
"4950",0.5,750,-5527941.54555501
"4951",0.5,765,-5533010.20302051
"4952",0.5,780,-5537984.56909922
"4953",0.5,795,-5542868.10049507
"4954",0.5,810,-5547664.06603113
"4955",0.5,825,-5552375.56009451
"4956",0.5,840,-5557005.51489339
"4957",0.5,855,-5561556.71165153
"4958",0.5,870,-5566031.79085193
"4959",0.5,885,-5570433.26162043
"4960",0.5,900,-5574763.51033873
"4961",0.5,915,-5579024.8085591
"4962",0.5,930,-5583219.32028952
"4963",0.5,945,-5587349.10870841
"4964",0.5,960,-5591416.14236085
"4965",0.5,975,-5595422.30088381
"4966",0.5,990,-5599369.38030463
"4967",0.5,1005,-5603259.09794827
"4968",0.5,1020,-5607093.09698822
"4969",0.5,1035,-5610872.95067383
"4970",0.5,1050,-5614600.16625751
"4971",0.5,1065,-5618276.18864941
"4972",0.5,1080,-5621902.40382335
"4973",0.5,1095,-5625480.14199109
"4974",0.5,1110,-5629010.68056457
"4975",0.5,1125,-5632495.24692631
"4976",0.5,1140,-5635935.02101508
"4977",0.5,1155,-5639331.13775088
"4978",0.5,1170,-5642684.68930461
"4979",0.5,1185,-5645996.7272235
"4980",0.5,1200,-5649268.26443068
"4981",0.5,1215,-5652500.27709974
"4982",0.5,1230,-5655693.70641541
"4983",0.5,1245,-5658849.46023409
"4984",0.5,1260,-5661968.41464122
"4985",0.5,1275,-5665051.41542406
"4986",0.5,1290,-5668099.27945502
"4987",0.5,1305,-5671112.79600071
"4988",0.5,1320,-5674092.72795385
"4989",0.5,1335,-5677039.8130004
"4990",0.5,1350,-5679954.76472019
"4991",0.5,1365,-5682838.27362938
"4992",0.5,1380,-5685691.00816679
"4993",0.5,1395,-5688513.6156271
"4994",0.5,1410,-5691306.72304613
"4995",0.5,1425,-5694070.93803954
"4996",0.5,1440,-5696806.84959937
"4997",0.5,1455,-5699515.02884837
"4998",0.5,1470,-5702196.02975825
"4999",0.5,1485,-5704850.38983076
"5000",0.5,1500,-5707478.63074675
"5001",0.51,15,-4689401.28160209
"5002",0.51,30,-4808732.92833893
"5003",0.51,45,-4887113.17915186
"5004",0.51,60,-4946092.58188348
"5005",0.51,75,-4993588.69966045
"5006",0.51,90,-5033443.12209529
"5007",0.51,105,-5067827.39306181
"5008",0.51,120,-5098094.47011806
"5009",0.51,135,-5125146.48704897
"5010",0.51,150,-5149615.99088265
"5011",0.51,165,-5171964.08806815
"5012",0.51,180,-5192537.50906963
"5013",0.51,195,-5211603.68729974
"5014",0.51,210,-5229373.31394704
"5015",0.51,225,-5246015.388037
"5016",0.51,240,-5261667.57677413
"5017",0.51,255,-5276443.53974693
"5018",0.51,270,-5290438.22710631
"5019",0.51,285,-5303731.78985128
"5020",0.51,300,-5316392.5172966
"5021",0.51,315,-5328479.07870355
"5022",0.51,330,-5340042.25813784
"5023",0.51,345,-5351126.31424008
"5024",0.51,360,-5361770.05828958
"5025",0.51,375,-5372007.71790209
"5026",0.51,390,-5381869.63560699
"5027",0.51,405,-5391382.83884522
"5028",0.51,420,-5400571.50881901
"5029",0.51,435,-5409457.36902173
"5030",0.51,450,-5418060.00944366
"5031",0.51,465,-5426397.15884288
"5032",0.51,480,-5434484.91477219
"5033",0.51,495,-5442337.93900802
"5034",0.51,510,-5449969.62445271
"5035",0.51,525,-5457392.23837798
"5036",0.51,540,-5464617.04593314
"5037",0.51,555,-5471654.41709484
"5038",0.51,570,-5478513.91966803
"5039",0.51,585,-5485204.40046225
"5040",0.51,600,-5491734.05641467
"5041",0.51,615,-5498110.49711268
"5042",0.51,630,-5504340.79995001
"5043",0.51,645,-5510431.55892444
"5044",0.51,660,-5516388.92794668
"5045",0.51,675,-5522218.65938536
"5046",0.51,690,-5527926.13846484
"5047",0.51,705,-5533516.41404033
"5048",0.51,720,-5538994.22620209
"5049",0.51,735,-5544364.03109391
"5050",0.51,750,-5549630.02327526
"5051",0.51,765,-5554796.15591604
"5052",0.51,780,-5559866.15907185
"5053",0.51,795,-5564843.5562543
"5054",0.51,810,-5569731.67948542
"5055",0.51,825,-5574533.6829984
"5056",0.51,840,-5579252.55573126
"5057",0.51,855,-5583891.13273646
"5058",0.51,870,-5588452.10561801
"5059",0.51,885,-5592938.03209986
"5060",0.51,900,-5597351.34479841
"5061",0.51,915,-5601694.35929327
"5062",0.51,930,-5605969.28155017
"5063",0.51,945,-5610178.21476467
"5064",0.51,960,-5614323.16567616
"5065",0.51,975,-5618406.05040507
"5066",0.51,990,-5622428.69985057
"5067",0.51,1005,-5626392.86469383
"5068",0.51,1020,-5630300.22003553
"5069",0.51,1035,-5634152.36970262
"5070",0.51,1050,-5637950.85025374
"5071",0.51,1065,-5641697.13470212
"5072",0.51,1080,-5645392.63598771
"5073",0.51,1095,-5649038.71021116
"5074",0.51,1110,-5652636.65965453
"5075",0.51,1125,-5656187.73560383
"5076",0.51,1140,-5659693.14098442
"5077",0.51,1155,-5663154.03283327
"5078",0.51,1170,-5666571.52461076
"5079",0.51,1185,-5669946.68836983
"5080",0.51,1200,-5673280.55678963
"5081",0.51,1215,-5676574.1250905
"5082",0.51,1230,-5679828.35282595
"5083",0.51,1245,-5683044.16557457
"5084",0.51,1260,-5686222.45653137
"5085",0.51,1275,-5689364.0880036
"5086",0.51,1290,-5692469.89282383
"5087",0.51,1305,-5695540.67568353
"5088",0.51,1320,-5698577.21438986
"5089",0.51,1335,-5701580.26105255
"5090",0.51,1350,-5704550.54320871
"5091",0.51,1365,-5707488.76488321
"5092",0.51,1380,-5710395.60759515
"5093",0.51,1395,-5713271.73130849
"5094",0.51,1410,-5716117.77533528
"5095",0.51,1425,-5718934.35918991
"5096",0.51,1440,-5721722.08340053
"5097",0.51,1455,-5724481.53027884
"5098",0.51,1470,-5727213.26465198
"5099",0.51,1485,-5729917.83455682
"5100",0.51,1500,-5732595.77190041
"5101",0.52,15,-4694515.4690655
"5102",0.52,30,-4816259.97651055
"5103",0.52,45,-4896181.01489334
"5104",0.52,60,-4956305.84672036
"5105",0.52,75,-5004717.57235609
"5106",0.52,90,-5045336.26676866
"5107",0.52,105,-5080377.30431887
"5108",0.52,120,-5111220.73420099
"5109",0.52,135,-5138786.64274769
"5110",0.52,150,-5163720.09725675
"5111",0.52,165,-5186491.28641365
"5112",0.52,180,-5207453.73894168
"5113",0.52,195,-5226880.10928238
"5114",0.52,210,-5244985.18533458
"5115",0.52,225,-5261941.23979133
"5116",0.52,240,-5277888.59725439
"5117",0.52,255,-5292943.10417786
"5118",0.52,270,-5307201.53215531
"5119",0.52,285,-5320745.56554608
"5120",0.52,300,-5333644.79686844
"5121",0.52,315,-5345959.01249783
"5122",0.52,330,-5357739.96153222
"5123",0.52,345,-5369032.74213339
"5124",0.52,360,-5379876.90060143
"5125",0.52,375,-5390307.31185364
"5126",0.52,390,-5400354.89154017
"5127",0.52,405,-5410047.17705909
"5128",0.52,420,-5419408.80544289
"5129",0.52,435,-5428461.90936283
"5130",0.52,450,-5437226.44755476
"5131",0.52,465,-5445720.48230241
"5132",0.52,480,-5453960.41385996
"5133",0.52,495,-5461961.17960735
"5134",0.52,510,-5469736.42412898
"5135",0.52,525,-5477298.64518021
"5136",0.52,540,-5484659.31953704
"5137",0.52,555,-5491829.01197321
"5138",0.52,570,-5498817.4700193
"5139",0.52,585,-5505633.70667402
"5140",0.52,600,-5512286.07286594
"5141",0.52,615,-5518782.32116004
"5142",0.52,630,-5525129.6619464
"5143",0.52,645,-5531334.8131602
"5144",0.52,660,-5537404.04440254
"5145",0.52,675,-5543343.2162097
"5146",0.52,690,-5549157.81509688
"5147",0.52,705,-5554852.98490982
"5148",0.52,720,-5560433.55494775
"5149",0.52,735,-5565904.06524547
"5150",0.52,750,-5571268.78935448
"5151",0.52,765,-5576531.75491674
"5152",0.52,780,-5581696.7622805
"5153",0.52,795,-5586767.40138234
"5154",0.52,810,-5591747.06708051
"5155",0.52,825,-5596638.97311529
"5156",0.52,840,-5601446.16483335
"5157",0.52,855,-5606171.53081114
"5158",0.52,870,-5610817.81348975
"5159",0.52,885,-5615387.61891661
"5160",0.52,900,-5619883.4256882
"5161",0.52,915,-5624307.59316738
"5162",0.52,930,-5628662.36904635
"5163",0.52,945,-5632949.89631859
"5164",0.52,960,-5637172.21971022
"5165",0.52,975,-5641331.29162622
